0,p-value,Adj p-value
OTU_B_305630,0.695,0.8566677626171296
OTU_B_1001357,0.001,0.005457059679767104
OTU_B_139288,0.009,0.03681505728314238
OTU_B_42384,0.103,0.24822627561269586
OTU_B_252784,0.001,0.005457059679767104
OTU_B_42386,0.49,0.6922969662709628
OTU_B_783926,0.04,0.12500573095759093
OTU_B_810902,0.48,0.6832539155196962
OTU_B_794790,0.682,0.8444265367625812
OTU_B_810272,0.331,0.5404993738770622
OTU_B_42383,0.135,0.30236128743185725
OTU_B_854688,0.002,0.010009010512264308
OTU_B_784258,0.079,0.20425586206896554
OTU_B_906837,0.001,0.005457059679767104
OTU_B_391758,0.764,0.9099312207132079
OTU_B_669015,0.558,0.731096762919925
OTU_B_784253,0.505,0.7063358671827635
OTU_B_784257,0.309,0.5175366057966158
OTU_B_719068,1.0,1.0
OTU_B_199651,0.001,0.005457059679767104
OTU_B_172135,0.001,0.005457059679767104
OTU_B_172137,0.02,0.07201824948973466
OTU_B_1537525,0.239,0.4524736775659639
OTU_B_134257,0.001,0.005457059679767104
OTU_B_798856,0.277,0.4951593753725117
OTU_B_744322,0.022,0.07788290840415486
OTU_B_853085,0.003,0.014229954135695081
OTU_B_1521405,0.002,0.010009010512264308
OTU_B_732610,0.151,0.3210315446232367
OTU_B_252181,1.0,1.0
OTU_B_735395,0.18,0.3623194630872483
OTU_B_130683,0.397,0.5993870626730431
OTU_B_745320,0.79,0.9282902366400252
OTU_B_801735,0.527,0.7176944103891386
OTU_B_731518,0.409,0.6118984386691275
OTU_B_123647,0.001,0.005457059679767104
OTU_B_54462,0.032,0.10508529508376217
OTU_B_54463,0.001,0.005457059679767104
OTU_B_173984,0.384,0.5875983673469388
OTU_B_54461,1.0,1.0
OTU_B_20780,0.197,0.3896092317837125
OTU_B_20781,0.001,0.005457059679767104
OTU_B_20782,0.84,0.9738415152686509
OTU_B_20784,0.001,0.005457059679767104
OTU_B_20785,0.007,0.029632180663373326
OTU_B_794160,0.152,0.3224033946251768
OTU_B_20788,0.176,0.35550862068965516
OTU_B_20789,0.518,0.7148180730652434
OTU_B_686325,0.257,0.475740278977904
OTU_B_794364,0.008,0.03319535141117875
OTU_B_232339,1.0,1.0
OTU_B_76313,0.731,0.8862540221521545
OTU_B_102245,0.309,0.5175366057966158
OTU_B_691890,0.059,0.16367847562667653
OTU_B_843442,0.364,0.5744928695469137
OTU_B_120872,0.379,0.5840896151276913
OTU_B_743866,0.264,0.4829452881976212
OTU_B_1537408,0.001,0.005457059679767104
OTU_B_143923,0.071,0.18844530973451326
OTU_B_232336,0.001,0.005457059679767104
OTU_B_76315,0.001,0.005457059679767104
OTU_B_128304,0.07,0.1865174129353234
OTU_B_128305,0.007,0.029632180663373326
OTU_B_1862604,0.001,0.005457059679767104
OTU_B_128651,0.033,0.10741654004775342
OTU_B_668297,1.0,1.0
OTU_B_439599,0.001,0.005457059679767104
OTU_B_235525,0.019,0.06926558891454965
OTU_B_76317,1.0,1.0
OTU_B_665801,0.539,0.7205245141736495
OTU_B_146697,0.277,0.4951593753725117
OTU_B_128659,0.05,0.1458329281338131
OTU_B_122435,0.002,0.010009010512264308
OTU_B_708742,0.001,0.005457059679767104
OTU_B_823222,0.309,0.5175366057966158
OTU_B_654163,0.001,0.005457059679767104
OTU_B_122432,0.001,0.005457059679767104
OTU_B_142190,0.001,0.005457059679767104
OTU_B_26288,0.897,1.0
OTU_B_369325,0.536,0.7197220630372493
OTU_B_142196,0.001,0.005457059679767104
OTU_B_470597,0.358,0.5698511835261649
OTU_B_140294,1.0,1.0
OTU_B_76465,0.066,0.1782184208157018
OTU_B_716626,0.02,0.07201824948973466
OTU_B_611434,0.678,0.8406190988011576
OTU_B_670802,0.273,0.4915245527674391
OTU_B_172424,0.015,0.057113114129744826
OTU_B_232198,0.546,0.7233372498785282
OTU_B_117745,0.574,0.7453848285417388
OTU_B_146522,0.001,0.005457059679767104
OTU_B_763267,0.387,0.5899915620393432
OTU_B_763268,0.002,0.010009010512264308
OTU_B_687496,0.74,0.8933735861208388
OTU_B_718628,0.039,0.12251890646276317
OTU_B_724338,0.125,0.28845118104177886
OTU_B_359460,0.001,0.005457059679767104
OTU_B_168111,1.0,1.0
OTU_B_288745,0.475,0.6790695457362124
OTU_B_44609,0.05,0.1458329281338131
OTU_B_1552134,0.161,0.33317546401711173
OTU_B_265603,0.047,0.14019134758826454
OTU_B_140292,0.002,0.010009010512264308
OTU_B_809450,0.007,0.029632180663373326
OTU_B_321892,0.03,0.10007340674007341
OTU_B_44602,0.485,0.6876622701271687
OTU_B_372627,0.279,0.49675084594835267
OTU_B_44600,0.211,0.4108759901311518
OTU_B_44606,1.0,1.0
OTU_B_275635,0.906,1.0
OTU_B_44604,0.171,0.347609597397316
OTU_B_1105591,0.642,0.8106287205826632
OTU_B_787783,1.0,1.0
OTU_B_648776,1.0,1.0
OTU_B_84439,0.782,0.9218876616485201
OTU_B_310800,1.0,1.0
OTU_B_413360,0.046,0.13835058162855995
OTU_B_84434,0.679,0.8416849762347594
OTU_B_84435,0.012,0.04724389603570491
OTU_B_84431,0.079,0.20425586206896554
OTU_B_724325,0.02,0.07201824948973466
OTU_B_70846,0.161,0.33317546401711173
OTU_B_734445,0.161,0.33317546401711173
OTU_B_70844,0.936,1.0
OTU_B_167824,1.0,1.0
OTU_B_70843,0.006,0.025978345604157644
OTU_B_70840,0.154,0.3247165354330709
OTU_B_710024,0.932,1.0
OTU_B_274543,0.011,0.04377813163481953
OTU_B_111897,0.001,0.005457059679767104
OTU_B_323831,0.022,0.07788290840415486
OTU_B_59650,0.637,0.8066586725215336
OTU_B_129018,0.008,0.03319535141117875
OTU_B_731393,1.0,1.0
OTU_B_368182,0.001,0.005457059679767104
OTU_B_107753,0.001,0.005457059679767104
OTU_B_107754,0.202,0.3973753115571298
OTU_B_29328,0.563,0.7352708904855214
OTU_B_1063375,0.77,0.9135944299390775
OTU_B_932968,0.001,0.005457059679767104
OTU_B_123842,0.3,0.5116342545206415
OTU_B_29327,0.012,0.04724389603570491
OTU_B_29326,0.001,0.005457059679767104
OTU_B_113866,0.005,0.022183431952662723
OTU_B_29320,1.0,1.0
OTU_B_725916,0.009,0.03681505728314238
OTU_B_29322,0.953,1.0
OTU_B_737935,0.063,0.17191301974342643
OTU_B_147345,0.534,0.7193777180004484
OTU_B_1128875,1.0,1.0
OTU_B_1612523,0.691,0.853280303030303
OTU_B_752208,1.0,1.0
OTU_B_779347,0.005,0.022183431952662723
OTU_B_30851,1.0,1.0
OTU_B_30850,1.0,1.0
OTU_B_30853,0.604,0.7764087090690897
OTU_B_30852,0.015,0.057113114129744826
OTU_B_30855,0.001,0.005457059679767104
OTU_B_384330,0.565,0.7372087357521969
OTU_B_76444,0.001,0.005457059679767104
OTU_B_220065,0.001,0.005457059679767104
OTU_B_1539595,0.001,0.005457059679767104
OTU_B_30679,0.124,0.2870047846889952
OTU_B_76441,0.001,0.005457059679767104
OTU_B_76443,0.056,0.1572761494521959
OTU_B_115087,0.514,0.7132362357731101
OTU_B_123217,1.0,1.0
OTU_B_663073,0.304,0.5142742399458514
OTU_B_194774,1.0,1.0
OTU_B_587601,0.313,0.5205154421957305
OTU_B_706902,0.148,0.31753458759567926
OTU_B_54549,0.3,0.5116342545206415
OTU_B_935005,0.159,0.33081706555671175
OTU_B_237964,0.497,0.6989601425490012
OTU_B_737772,0.397,0.5993870626730431
OTU_B_931134,0.06,0.1656864008838965
OTU_B_746743,0.043,0.1317319713993871
OTU_B_706638,0.004,0.018332518337408316
OTU_B_30830,0.016,0.06026271505713927
OTU_B_307369,0.001,0.005457059679767104
OTU_B_525484,0.175,0.35384615384615387
OTU_B_34396,0.03,0.10007340674007341
OTU_B_21442,0.015,0.057113114129744826
OTU_B_438087,0.124,0.2870047846889952
OTU_B_147122,0.088,0.22051098671568214
OTU_B_136887,0.011,0.04377813163481953
OTU_B_136880,0.006,0.025978345604157644
OTU_B_30835,0.533,0.7191711355047687
OTU_B_142332,0.001,0.005457059679767104
OTU_B_34395,0.151,0.3210315446232367
OTU_B_356399,1.0,1.0
OTU_B_716551,0.525,0.7169892081417057
OTU_B_730698,0.003,0.014229954135695081
OTU_B_977678,0.001,0.005457059679767104
OTU_B_115204,0.02,0.07201824948973466
OTU_B_79303,1.0,1.0
OTU_B_115202,0.891,1.0
OTU_B_121069,1.0,1.0
OTU_B_767192,0.004,0.018332518337408316
OTU_B_88922,0.034,0.11001488833746899
OTU_B_88921,0.026,0.0890376798355789
OTU_B_67819,0.035,0.11257050938337804
OTU_B_67818,1.0,1.0
OTU_B_106787,0.924,1.0
OTU_B_107364,0.407,0.6098188539741219
OTU_B_2271231,0.43,0.6353924225254963
OTU_B_67811,0.505,0.7063358671827635
OTU_B_106780,0.001,0.005457059679767104
OTU_B_67813,0.001,0.005457059679767104
OTU_B_67815,0.891,1.0
OTU_B_67817,0.623,0.7944309523809524
OTU_B_1684932,1.0,1.0
OTU_B_305800,0.035,0.11257050938337804
OTU_B_747637,0.001,0.005457059679767104
OTU_B_1856960,0.001,0.005457059679767104
OTU_B_1528854,0.183,0.36717527428418517
OTU_B_786667,0.003,0.014229954135695081
OTU_B_79330,0.001,0.005457059679767104
OTU_B_170033,0.025,0.08636258926514628
OTU_B_1621868,0.556,0.7294323082979748
OTU_B_997143,1.0,1.0
OTU_B_730379,0.002,0.010009010512264308
OTU_B_784807,0.201,0.39569360026255335
OTU_B_458839,1.0,1.0
OTU_B_306152,0.201,0.39569360026255335
OTU_B_869631,0.001,0.005457059679767104
OTU_B_213039,0.003,0.014229954135695081
OTU_B_816339,0.02,0.07201824948973466
OTU_B_229496,0.006,0.025978345604157644
OTU_B_121402,0.083,0.21178628551982304
OTU_B_925131,0.054,0.15354266211604095
OTU_B_131838,0.567,0.7387898166652185
OTU_B_158045,0.036,0.11494857872884061
OTU_B_690910,1.0,1.0
OTU_B_852461,0.073,0.1923070707070707
OTU_B_1136045,0.006,0.025978345604157644
OTU_B_26438,0.419,0.6231601705841515
OTU_B_51804,1.0,1.0
OTU_B_79339,0.421,0.6254833308564918
OTU_B_115389,0.637,0.8066586725215336
OTU_B_116345,1.0,1.0
OTU_B_26432,0.299,0.5110330521996809
OTU_B_26433,0.278,0.49605997144217046
OTU_B_26434,1.0,1.0
OTU_B_788236,0.524,0.7168639328559048
OTU_B_26436,0.848,0.9809548347282756
OTU_B_26437,0.687,0.8493900568884493
OTU_B_115403,0.042,0.12943526510480888
OTU_B_51801,0.06,0.1656864008838965
OTU_B_121408,0.331,0.5404993738770622
OTU_B_760876,0.001,0.005457059679767104
OTU_B_309092,0.097,0.23694608242384751
OTU_B_760870,0.001,0.005457059679767104
OTU_B_115401,0.232,0.4423767563100006
OTU_B_603076,0.001,0.005457059679767104
OTU_B_1856895,0.001,0.005457059679767104
OTU_B_91241,0.022,0.07788290840415486
OTU_B_368043,0.001,0.005457059679767104
OTU_B_382898,0.151,0.3210315446232367
OTU_B_117936,0.004,0.018332518337408316
OTU_B_279402,0.002,0.010009010512264308
OTU_B_121159,0.017,0.0633686303753418
OTU_B_731496,0.665,0.8294040836694807
OTU_B_786520,0.052,0.14984473481936972
OTU_B_73436,0.162,0.3345062994836489
OTU_B_73437,0.001,0.005457059679767104
OTU_B_92913,0.001,0.005457059679767104
OTU_B_73432,0.363,0.5739112282551396
OTU_B_73433,0.334,0.5440947259790343
OTU_B_73430,0.038,0.12006911083017277
OTU_B_73431,0.249,0.46573171188026197
OTU_B_116514,0.348,0.5599965661551669
OTU_B_1519388,0.001,0.005457059679767104
OTU_B_115404,0.278,0.49605997144217046
OTU_B_116510,0.001,0.005457059679767104
OTU_B_1410892,0.055,0.15531117597213068
OTU_B_723983,0.041,0.1272952380952381
OTU_B_116513,0.007,0.029632180663373326
OTU_B_779911,0.985,1.0
OTU_B_114001,0.042,0.12943526510480888
OTU_B_725451,0.278,0.49605997144217046
OTU_B_1497833,1.0,1.0
OTU_B_1260725,0.05,0.1458329281338131
OTU_B_320913,0.128,0.29320827923317805
OTU_B_1471014,0.001,0.005457059679767104
OTU_B_720988,0.526,0.7171466496954269
OTU_B_755523,0.007,0.029632180663373326
OTU_B_741839,0.001,0.005457059679767104
OTU_B_755527,0.05,0.1458329281338131
OTU_B_784385,0.061,0.16773741633813147
OTU_B_118602,0.874,1.0
OTU_B_744662,0.282,0.4993944260746339
OTU_B_715491,0.036,0.11494857872884061
OTU_B_148167,1.0,1.0
OTU_B_744664,0.23,0.4392333651703279
OTU_B_65112,0.518,0.7148180730652434
OTU_B_287174,0.001,0.005457059679767104
OTU_B_65111,0.868,0.9999253312848089
OTU_B_1098330,0.011,0.04377813163481953
OTU_B_1518468,0.001,0.005457059679767104
OTU_B_1498558,0.049,0.14393809990205683
OTU_B_751797,0.051,0.14780094695139626
OTU_B_229357,0.001,0.005457059679767104
OTU_B_726173,0.001,0.005457059679767104
OTU_B_25019,0.221,0.4258420815933184
OTU_B_25018,0.79,0.9282902366400252
OTU_B_148225,0.238,0.45103601668141036
OTU_B_712110,0.255,0.47379259075703134
OTU_B_712111,0.063,0.17191301974342643
OTU_B_25013,0.066,0.1782184208157018
OTU_B_25012,0.001,0.005457059679767104
OTU_B_25011,0.003,0.014229954135695081
OTU_B_473788,0.004,0.018332518337408316
OTU_B_304511,0.001,0.005457059679767104
OTU_B_709983,0.039,0.12251890646276317
OTU_B_25014,0.696,0.8574422674060381
OTU_B_441747,0.044,0.13415146894378366
OTU_B_128539,1.0,1.0
OTU_B_1538489,0.001,0.005457059679767104
OTU_B_121848,0.019,0.06926558891454965
OTU_B_121849,0.716,0.8742172284644194
OTU_B_787202,0.082,0.2098237351761795
OTU_B_707955,0.087,0.21873618911895382
OTU_B_1866859,0.934,1.0
OTU_B_784388,0.156,0.3270025160749231
OTU_B_1261246,0.119,0.27833174764095764
OTU_B_746907,0.017,0.0633686303753418
OTU_B_128820,0.001,0.005457059679767104
OTU_B_128823,0.059,0.16367847562667653
OTU_B_121843,0.145,0.31447248535685873
OTU_B_796552,0.015,0.057113114129744826
OTU_B_1625648,0.735,0.8895573221419636
OTU_B_816191,0.694,0.8557516753689922
OTU_B_139536,0.506,0.7073057419835944
OTU_B_1020818,0.001,0.005457059679767104
OTU_B_81841,0.002,0.010009010512264308
OTU_B_402068,1.0,1.0
OTU_B_1444744,0.147,0.31645305770887167
OTU_B_763014,0.066,0.1782184208157018
OTU_B_707952,0.001,0.005457059679767104
OTU_B_404383,0.066,0.1782184208157018
OTU_B_649743,0.544,0.7225707705934455
OTU_B_153562,0.565,0.7372087357521969
OTU_B_1505937,0.09,0.2241182331451345
OTU_B_124366,0.062,0.16975570567829104
OTU_B_124496,1.0,1.0
OTU_B_325378,0.536,0.7197220630372493
OTU_B_762916,0.008,0.03319535141117875
OTU_B_146758,0.001,0.005457059679767104
OTU_B_392141,0.033,0.10741654004775342
OTU_B_128792,0.195,0.38652038860617277
OTU_B_1386668,0.002,0.010009010512264308
OTU_B_795770,0.001,0.005457059679767104
OTU_B_982397,0.424,0.6289434690142934
OTU_B_118270,0.001,0.005457059679767104
OTU_B_148596,0.386,0.5890658932478502
OTU_B_668192,0.041,0.1272952380952381
OTU_B_118274,0.001,0.005457059679767104
OTU_B_121961,0.347,0.5589571942639239
OTU_B_1169253,0.001,0.005457059679767104
OTU_B_51956,0.355,0.5673643823936907
OTU_B_200198,0.076,0.19825971992693744
OTU_B_121960,0.014,0.05384560143626571
OTU_B_1059492,0.445,0.652
OTU_B_1471335,0.001,0.005457059679767104
OTU_B_735894,0.115,0.2710901516937829
OTU_B_735895,0.361,0.5724087761036215
OTU_B_740197,0.543,0.7220099308388013
OTU_B_1129241,0.001,0.005457059679767104
OTU_B_735891,0.267,0.4859140776699029
OTU_B_1476431,0.325,0.5331400754799541
OTU_B_932777,0.021,0.07489084423305589
OTU_B_799317,0.123,0.28537294035739147
OTU_B_70613,0.001,0.005457059679767104
OTU_B_70610,0.055,0.15531117597213068
OTU_B_70617,0.001,0.005457059679767104
OTU_B_70616,0.062,0.16975570567829104
OTU_B_70615,0.001,0.005457059679767104
OTU_B_70614,1.0,1.0
OTU_B_809595,0.11,0.26183492063492064
OTU_B_781780,0.726,0.8824751560346923
OTU_B_1520692,0.001,0.005457059679767104
OTU_B_321797,0.209,0.4079614708753661
OTU_B_1074534,0.038,0.12006911083017277
OTU_B_121516,0.397,0.5993870626730431
OTU_B_297883,0.418,0.6219504886639877
OTU_B_671225,0.001,0.005457059679767104
OTU_B_810599,0.646,0.8141369863013699
OTU_B_537128,0.291,0.506362961243908
OTU_B_197370,0.318,0.5254507189686519
OTU_B_1610371,1.0,1.0
OTU_B_353250,0.157,0.32799832822513236
OTU_B_610646,1.0,1.0
OTU_B_176747,0.001,0.005457059679767104
OTU_B_737727,0.001,0.005457059679767104
OTU_B_141150,0.456,0.6629994182664339
OTU_B_250744,0.001,0.005457059679767104
OTU_B_141153,0.003,0.014229954135695081
OTU_B_141406,0.001,0.005457059679767104
OTU_B_1097165,0.001,0.005457059679767104
OTU_B_1189952,1.0,1.0
OTU_B_1074532,0.429,0.6342585034013606
OTU_B_1294574,0.02,0.07201824948973466
OTU_B_906643,0.175,0.35384615384615387
OTU_B_115107,0.272,0.4908142711028218
OTU_B_107697,0.561,0.7338412421493371
OTU_B_1447314,0.001,0.005457059679767104
OTU_B_1650138,0.042,0.12943526510480888
OTU_B_1447318,1.0,1.0
OTU_B_337951,1.0,1.0
OTU_B_118850,0.011,0.04377813163481953
OTU_B_125369,0.157,0.32799832822513236
OTU_B_49357,0.049,0.14393809990205683
OTU_B_49354,0.758,0.9060954962136308
OTU_B_49355,0.002,0.010009010512264308
OTU_B_49352,0.376,0.5821584843322493
OTU_B_317778,1.0,1.0
OTU_B_49350,0.662,0.826728181212525
OTU_B_139949,0.001,0.005457059679767104
OTU_B_125363,0.049,0.14393809990205683
OTU_B_152162,0.575,0.7463279525684856
OTU_B_706832,0.537,0.7198723461314979
OTU_B_49358,0.001,0.005457059679767104
OTU_B_27678,0.035,0.11257050938337804
OTU_B_84336,1.0,1.0
OTU_B_84335,1.0,1.0
OTU_B_84332,0.24,0.45387981587741977
OTU_B_84331,0.74,0.8933735861208388
OTU_B_84330,0.031,0.10254240652917172
OTU_B_160283,0.266,0.48465293724561087
OTU_B_728558,0.001,0.005457059679767104
OTU_B_84339,0.316,0.5235304645638844
OTU_B_309236,0.488,0.6904470233040853
OTU_B_716918,0.005,0.022183431952662723
OTU_B_781436,0.057,0.15939804195804197
OTU_B_1518381,0.001,0.005457059679767104
OTU_B_138547,0.113,0.267447601010101
OTU_B_2036790,0.001,0.005457059679767104
OTU_B_193818,0.574,0.7453848285417388
OTU_B_138544,1.0,1.0
OTU_B_719234,0.001,0.005457059679767104
OTU_B_139190,0.819,0.9544392290954304
OTU_B_715938,0.001,0.005457059679767104
OTU_B_779755,0.446,0.6529229267340265
OTU_B_27676,0.712,0.8710709361615337
OTU_B_735996,0.124,0.2870047846889952
OTU_B_86799,0.366,0.5759219307450157
OTU_B_86798,0.074,0.1943609773185042
OTU_B_86796,0.08,0.20611287690060992
OTU_B_86795,0.19,0.37846051670319447
OTU_B_787746,0.26,0.47884065090574146
OTU_B_86792,0.019,0.06926558891454965
OTU_B_163539,0.001,0.005457059679767104
OTU_B_520793,0.053,0.1517060507730483
OTU_B_920619,0.16,0.33220629975770166
OTU_B_112987,0.02,0.07201824948973466
OTU_B_728551,0.514,0.7132362357731101
OTU_B_353620,0.003,0.014229954135695081
OTU_B_622718,0.001,0.005457059679767104
OTU_B_197739,0.961,1.0
OTU_B_236979,0.001,0.005457059679767104
OTU_B_1502314,0.294,0.5081046444623718
OTU_B_153116,0.37,0.5782117548978741
OTU_B_79123,0.242,0.456798036377368
OTU_B_79120,0.001,0.005457059679767104
OTU_B_743202,0.577,0.7483409297297297
OTU_B_724189,0.068,0.18251798818686238
OTU_B_79124,0.475,0.6790695457362124
OTU_B_938526,0.309,0.5175366057966158
OTU_B_474369,0.001,0.005457059679767104
OTU_B_788323,0.135,0.30236128743185725
OTU_B_724182,0.275,0.4935256103398756
OTU_B_882498,0.003,0.014229954135695081
OTU_B_1188603,0.007,0.029632180663373326
OTU_B_756751,0.598,0.7703137911781127
OTU_B_743659,0.131,0.29728753026634386
OTU_B_909881,0.886,1.0
OTU_B_798806,0.545,0.7230664425373795
OTU_B_798804,0.011,0.04377813163481953
OTU_B_294395,0.521,0.7161571107750127
OTU_B_779136,0.608,0.7803130643159741
OTU_B_1448081,0.641,0.8098092670598147
OTU_B_763504,0.028,0.09450551429214495
OTU_B_1142020,0.261,0.47973965802537233
OTU_B_746682,0.001,0.005457059679767104
OTU_B_103961,0.074,0.1943609773185042
OTU_B_2036793,0.001,0.005457059679767104
OTU_B_702984,1.0,1.0
OTU_B_866935,1.0,1.0
OTU_B_677365,1.0,1.0
OTU_B_87156,0.63,0.8009393412742148
OTU_B_87157,0.341,0.5524671564390666
OTU_B_1501633,0.025,0.08636258926514628
OTU_B_994084,0.001,0.005457059679767104
OTU_B_91038,0.207,0.4049800391389432
OTU_B_87151,0.519,0.7153751551082311
OTU_B_91036,0.803,0.9396635193133048
OTU_B_27509,1.0,1.0
OTU_B_27508,0.021,0.07489084423305589
OTU_B_1249467,0.676,0.8387635280489824
OTU_B_91030,0.258,0.4767380937711786
OTU_B_137346,0.517,0.7144571718195641
OTU_B_2038737,0.001,0.005457059679767104
OTU_B_429510,0.503,0.7046887144992526
OTU_B_819839,0.07,0.1865174129353234
OTU_B_1304397,1.0,1.0
OTU_B_156663,0.001,0.005457059679767104
OTU_B_2037316,0.001,0.005457059679767104
OTU_B_864556,0.152,0.3224033946251768
OTU_B_126185,0.615,0.7868725736956614
OTU_B_118477,0.206,0.40352374110116906
OTU_B_118479,0.013,0.05060955347871235
OTU_B_763509,0.082,0.2098237351761795
OTU_B_126635,0.215,0.41679787990433714
OTU_B_882513,0.391,0.5934051209391762
OTU_B_998405,0.007,0.029632180663373326
OTU_B_27647,1.0,1.0
OTU_B_670912,0.001,0.005457059679767104
OTU_B_27643,0.002,0.010009010512264308
OTU_B_762825,0.001,0.005457059679767104
OTU_B_762824,0.002,0.010009010512264308
OTU_B_665415,0.001,0.005457059679767104
OTU_B_27649,0.001,0.005457059679767104
OTU_B_122141,1.0,1.0
OTU_B_715567,0.334,0.5440947259790343
OTU_B_993997,0.371,0.5787190929422167
OTU_B_736983,0.138,0.3063579570688379
OTU_B_794901,0.129,0.29455409212028927
OTU_B_196466,0.012,0.04724389603570491
OTU_B_736982,1.0,1.0
OTU_B_127321,0.048,0.14204400592007893
OTU_B_715565,0.021,0.07489084423305589
OTU_B_1497493,0.001,0.005457059679767104
OTU_B_29156,1.0,1.0
OTU_B_763735,0.376,0.5821584843322493
OTU_B_29152,0.326,0.5343129132739495
OTU_B_263147,0.027,0.09183306872306644
OTU_B_29150,0.426,0.6311609939238254
OTU_B_460368,0.001,0.005457059679767104
OTU_B_129202,0.085,0.21542335643062363
OTU_B_789324,0.279,0.49675084594835267
OTU_B_114108,0.153,0.32347215564641196
OTU_B_691232,1.0,1.0
OTU_B_129206,0.026,0.0890376798355789
OTU_B_789491,0.879,1.0
OTU_B_782143,1.0,1.0
OTU_B_82053,0.464,0.6701154716617711
OTU_B_117166,0.075,0.19643699240241025
OTU_B_721705,0.185,0.3703210305012347
OTU_B_770858,1.0,1.0
OTU_B_712272,0.37,0.5782117548978741
OTU_B_808319,1.0,1.0
OTU_B_815659,0.473,0.6774697230181471
OTU_B_460405,0.008,0.03319535141117875
OTU_B_1358753,0.1,0.242496765847348
OTU_B_82061,1.0,1.0
OTU_B_82060,0.005,0.022183431952662723
OTU_B_82063,0.722,0.879395061728395
OTU_B_109140,0.356,0.5682056303549572
OTU_B_109147,0.406,0.608594162335066
OTU_B_194197,0.854,0.9866777610847874
OTU_B_109632,0.035,0.11257050938337804
OTU_B_795711,0.558,0.731096762919925
OTU_B_1142609,0.775,0.9170960741763662
OTU_B_858993,0.484,0.6866988977718909
OTU_B_747881,0.024,0.08363053328685953
OTU_B_109638,0.084,0.21364721845318863
OTU_B_128389,0.086,0.21694944907056943
OTU_B_124263,0.62,0.7916825613079018
OTU_B_1447573,0.016,0.06026271505713927
OTU_B_279301,0.001,0.005457059679767104
OTU_B_2036951,0.001,0.005457059679767104
OTU_B_177515,0.222,0.42724743326488707
OTU_B_763841,0.226,0.4333605268205358
OTU_B_344323,0.502,0.703616412748855
OTU_B_84265,0.556,0.7294323082979748
OTU_B_117161,0.535,0.7193777180004484
OTU_B_405971,0.001,0.005457059679767104
OTU_B_789828,0.42,0.6242450071856881
OTU_B_564871,1.0,1.0
OTU_B_789149,0.525,0.7169892081417057
OTU_B_1241918,0.016,0.06026271505713927
OTU_B_145400,0.054,0.15354266211604095
OTU_B_251601,0.004,0.018332518337408316
OTU_B_789143,0.404,0.6067181413048921
OTU_B_145409,0.683,0.8455250753291782
OTU_B_393046,0.001,0.005457059679767104
OTU_B_924684,0.602,0.7745017158544956
