0,p-value,Adj p-value
OTU_B_748797,0.001,0.005457059679767104
OTU_B_73402,0.142,0.3112749598011986
OTU_B_116508,0.495,0.69732456552372
OTU_B_1497570,0.381,0.585427122291101
OTU_B_73406,0.612,0.7841045751633987
OTU_B_1059285,1.0,1.0
OTU_B_1530290,0.339,0.5500588617182428
OTU_B_1855269,0.082,0.2098237351761795
OTU_B_73409,0.017,0.0633686303753418
OTU_B_73408,0.002,0.010009010512264308
OTU_B_116506,0.075,0.19643699240241025
OTU_B_1371243,0.046,0.13835058162855995
OTU_B_828450,0.528,0.7181106475603121
OTU_B_126577,0.472,0.6766190612752127
OTU_B_1176496,0.078,0.2023681660899654
OTU_B_130992,0.64,0.8089548213081592
OTU_B_34368,0.004,0.018332518337408316
OTU_B_412894,0.001,0.005457059679767104
OTU_B_732859,0.04,0.12500573095759093
OTU_B_779925,0.215,0.41679787990433714
OTU_B_130444,0.055,0.15531117597213068
OTU_B_114014,0.128,0.29320827923317805
OTU_B_145226,0.573,0.7444730549298214
OTU_B_114012,0.054,0.15354266211604095
OTU_B_762645,0.162,0.3345062994836489
OTU_B_32692,0.082,0.2098237351761795
OTU_B_792071,1.0,1.0
OTU_B_32697,0.001,0.005457059679767104
OTU_B_544857,0.001,0.005457059679767104
OTU_B_32699,0.407,0.6098188539741219
OTU_B_32698,1.0,1.0
OTU_B_118613,0.244,0.45956091434312984
OTU_B_762649,0.132,0.29854038157001733
OTU_B_370904,0.001,0.005457059679767104
OTU_B_30860,0.289,0.5051100233100233
OTU_B_124624,0.667,0.8311381445012257
OTU_B_30861,0.08,0.20611287690060992
OTU_B_65127,0.648,0.815869023130851
OTU_B_1425025,1.0,1.0
OTU_B_65125,0.472,0.6766190612752127
OTU_B_65124,0.026,0.0890376798355789
OTU_B_1518415,0.001,0.005457059679767104
OTU_B_462539,0.001,0.005457059679767104
OTU_B_649577,0.001,0.005457059679767104
OTU_B_25005,0.002,0.010009010512264308
OTU_B_120452,0.759,0.9065321173987496
OTU_B_25007,0.271,0.48986451301832207
OTU_B_25000,0.162,0.3345062994836489
OTU_B_25001,0.336,0.5465216118010738
OTU_B_1057690,1.0,1.0
OTU_B_30864,0.472,0.6766190612752127
OTU_B_1425026,0.804,0.9404300924300925
OTU_B_25008,0.001,0.005457059679767104
OTU_B_25009,0.467,0.6725051135545206
OTU_B_309253,1.0,1.0
OTU_B_120101,0.381,0.585427122291101
OTU_B_783057,0.191,0.3800485636568699
OTU_B_1627475,0.17,0.3460458802769106
OTU_B_148218,0.001,0.005457059679767104
OTU_B_30866,1.0,1.0
OTU_B_130190,0.147,0.31645305770887167
OTU_B_283114,0.001,0.005457059679767104
OTU_B_78982,0.003,0.014229954135695081
OTU_B_135011,0.08,0.20611287690060992
OTU_B_731903,0.157,0.32799832822513236
OTU_B_1143535,1.0,1.0
OTU_B_78985,0.604,0.7764087090690897
OTU_B_348310,0.001,0.005457059679767104
OTU_B_128810,0.37,0.5782117548978741
OTU_B_125710,0.039,0.12251890646276317
OTU_B_78989,0.182,0.3655846225972808
OTU_B_78988,0.345,0.5567821782178217
OTU_B_1430537,0.07,0.1865174129353234
OTU_B_839379,0.041,0.1272952380952381
OTU_B_1074401,0.657,0.8230199649152118
OTU_B_1857092,0.379,0.5840896151276913
OTU_B_734332,0.124,0.2870047846889952
OTU_B_635577,0.694,0.8557516753689922
OTU_B_519087,0.061,0.16773741633813147
OTU_B_536010,0.069,0.1844756641112498
OTU_B_1629109,0.54,0.7208331849741856
OTU_B_766017,1.0,1.0
OTU_B_691785,0.126,0.2898222256307999
OTU_B_918492,0.024,0.08363053328685953
OTU_B_763064,0.613,0.7849498761847835
OTU_B_728293,0.044,0.13415146894378366
OTU_B_124374,0.512,0.7119102457116366
OTU_B_737095,0.197,0.3896092317837125
OTU_B_51865,0.415,0.6185300402524475
OTU_B_51864,1.0,1.0
OTU_B_134944,0.003,0.014229954135695081
OTU_B_51861,0.163,0.3358312839183898
OTU_B_1055767,0.001,0.005457059679767104
OTU_B_51863,0.141,0.3101710429807833
OTU_B_51862,0.105,0.2521748878923767
OTU_B_409065,0.001,0.005457059679767104
OTU_B_762259,0.035,0.11257050938337804
OTU_B_668187,0.111,0.2638592375366569
OTU_B_297723,0.147,0.31645305770887167
OTU_B_918946,0.001,0.005457059679767104
OTU_B_42279,0.387,0.5899915620393432
OTU_B_117279,0.001,0.005457059679767104
OTU_B_2036789,0.001,0.005457059679767104
OTU_B_786183,0.004,0.018332518337408316
OTU_B_1099102,0.461,0.6676474962576658
OTU_B_1524737,0.268,0.48723137540158823
OTU_B_141492,0.013,0.05060955347871235
OTU_B_823446,0.091,0.22602666666666665
OTU_B_42275,0.091,0.22602666666666665
OTU_B_42277,0.628,0.7990402172068556
OTU_B_786420,0.809,0.9449150245346211
OTU_B_1425133,0.001,0.005457059679767104
OTU_B_119884,0.001,0.005457059679767104
OTU_B_759298,0.568,0.739675046676219
OTU_B_735880,0.066,0.1782184208157018
OTU_B_2211415,0.915,1.0
OTU_B_735886,0.045,0.13624470018170806
OTU_B_1180377,0.013,0.05060955347871235
OTU_B_1060299,0.009,0.03681505728314238
OTU_B_235946,0.37,0.5782117548978741
OTU_B_1186392,0.541,0.721108928492067
OTU_B_996464,0.318,0.5254507189686519
OTU_B_141610,0.021,0.07489084423305589
OTU_B_671239,0.158,0.3294678439824793
OTU_B_737736,0.031,0.10254240652917172
OTU_B_198582,0.638,0.8074477171069289
OTU_B_121509,0.771,0.9141299810246679
OTU_B_121508,0.763,0.909137340590362
OTU_B_125682,0.055,0.15531117597213068
OTU_B_122723,0.001,0.005457059679767104
OTU_B_121501,0.294,0.5081046444623718
OTU_B_918493,1.0,1.0
OTU_B_30797,1.0,1.0
OTU_B_763442,0.582,0.7535222965680983
OTU_B_121012,0.078,0.2023681660899654
OTU_B_1189960,0.001,0.005457059679767104
OTU_B_709856,0.034,0.11001488833746899
OTU_B_714468,0.785,0.9242980527638192
OTU_B_65004,0.418,0.6219504886639877
OTU_B_2198014,0.004,0.018332518337408316
OTU_B_984367,0.054,0.15354266211604095
OTU_B_457796,0.001,0.005457059679767104
OTU_B_761697,0.103,0.24822627561269586
OTU_B_739497,1.0,1.0
OTU_B_65006,0.011,0.04377813163481953
OTU_B_825269,0.416,0.6196817323929671
OTU_B_27560,0.191,0.3800485636568699
OTU_B_103205,0.371,0.5787190929422167
OTU_B_1009475,1.0,1.0
OTU_B_141410,0.15,0.31997155049786624
OTU_B_122297,0.046,0.13835058162855995
OTU_B_141412,0.169,0.3447121871599565
OTU_B_906851,0.144,0.3133687418371789
OTU_B_125356,1.0,1.0
OTU_B_27562,0.002,0.010009010512264308
OTU_B_827276,0.746,0.8977983226997311
OTU_B_707812,0.002,0.010009010512264308
OTU_B_1901071,0.001,0.005457059679767104
OTU_B_30799,0.215,0.41679787990433714
OTU_B_118826,0.307,0.5162626296607794
OTU_B_2036786,0.001,0.005457059679767104
OTU_B_125428,0.011,0.04377813163481953
OTU_B_113370,0.001,0.005457059679767104
OTU_B_636283,0.022,0.07788290840415486
OTU_B_1099600,0.227,0.43466666666666665
OTU_B_32779,0.165,0.3387186858316222
OTU_B_1099606,0.135,0.30236128743185725
OTU_B_49366,0.01,0.040252315125486514
OTU_B_49365,0.793,0.9310129178736398
OTU_B_139957,0.212,0.4125018814065135
OTU_B_761690,0.001,0.005457059679767104
OTU_B_1501608,0.28,0.49723251820711706
OTU_B_920462,0.001,0.005457059679767104
OTU_B_313458,0.537,0.7198723461314979
OTU_B_84321,0.031,0.10254240652917172
OTU_B_84323,0.006,0.025978345604157644
OTU_B_84325,1.0,1.0
OTU_B_84326,1.0,1.0
OTU_B_170957,0.534,0.7193777180004484
OTU_B_499026,0.001,0.005457059679767104
OTU_B_798986,0.556,0.7294323082979748
OTU_B_70605,1.0,1.0
OTU_B_70606,0.299,0.5110330521996809
OTU_B_70607,0.001,0.005457059679767104
OTU_B_70601,0.914,1.0
OTU_B_70603,0.001,0.005457059679767104
OTU_B_764946,1.0,1.0
OTU_B_798984,0.001,0.005457059679767104
OTU_B_70608,0.265,0.4837713798770467
OTU_B_796618,0.775,0.9170960741763662
OTU_B_715916,0.001,0.005457059679767104
OTU_B_86788,1.0,1.0
OTU_B_1404338,0.001,0.005457059679767104
OTU_B_1520005,0.361,0.5724087761036215
OTU_B_715915,0.025,0.08636258926514628
OTU_B_86780,0.835,0.9689812342812923
OTU_B_86781,0.54,0.7208331849741856
OTU_B_291008,0.001,0.005457059679767104
OTU_B_169670,0.68,0.8425067129342754
OTU_B_814285,0.785,0.9242980527638192
OTU_B_86785,0.053,0.1517060507730483
OTU_B_86786,0.486,0.6884942610174295
OTU_B_86787,0.001,0.005457059679767104
OTU_B_1144232,1.0,1.0
OTU_B_650518,0.526,0.7171466496954269
OTU_B_714055,0.001,0.005457059679767104
OTU_B_1518200,0.001,0.005457059679767104
OTU_B_1856692,0.002,0.010009010512264308
OTU_B_149443,1.0,1.0
OTU_B_265801,0.13,0.2959587065431911
OTU_B_409571,0.125,0.28845118104177886
OTU_B_112970,0.118,0.27646715100382785
OTU_B_354207,0.248,0.46458563397876323
OTU_B_98688,0.735,0.8895573221419636
OTU_B_20204,0.008,0.03319535141117875
OTU_B_76601,0.001,0.005457059679767104
OTU_B_79119,0.319,0.526667841021689
OTU_B_76605,1.0,1.0
OTU_B_79117,0.025,0.08636258926514628
OTU_B_788442,0.539,0.7205245141736495
OTU_B_758722,0.428,0.6333420169725676
OTU_B_788336,0.07,0.1865174129353234
OTU_B_369440,0.047,0.14019134758826454
OTU_B_79111,0.223,0.4286768363030381
OTU_B_188544,0.001,0.005457059679767104
OTU_B_1137579,0.02,0.07201824948973466
OTU_B_753173,0.754,0.9034745505393529
OTU_B_123905,0.411,0.6140023909145248
OTU_B_262155,0.465,0.6711072614407391
OTU_B_1188610,0.283,0.5002791465283508
OTU_B_1364308,0.671,0.8347006221484862
OTU_B_1093918,0.001,0.005457059679767104
OTU_B_189584,0.859,0.9915378516722472
OTU_B_989467,0.641,0.8098092670598147
OTU_B_124354,1.0,1.0
OTU_B_108806,0.001,0.005457059679767104
OTU_B_592324,0.057,0.15939804195804197
OTU_B_522177,0.003,0.014229954135695081
OTU_B_752151,0.421,0.6254833308564918
OTU_B_812741,1.0,1.0
OTU_B_115258,0.086,0.21694944907056943
OTU_B_122364,0.001,0.005457059679767104
OTU_B_784681,0.796,0.9333658612870437
OTU_B_115259,0.093,0.22951172549987658
OTU_B_1136088,0.018,0.06631322933300578
OTU_B_731478,0.665,0.8294040836694807
OTU_B_1463528,1.0,1.0
OTU_B_1247945,0.021,0.07489084423305589
OTU_B_787362,0.138,0.3063579570688379
OTU_B_731479,0.068,0.18251798818686238
OTU_B_122368,0.001,0.005457059679767104
OTU_B_87163,0.867,0.999195511835229
OTU_B_87162,0.826,0.9611403297769155
OTU_B_784682,0.402,0.604562202276488
OTU_B_27518,0.886,1.0
OTU_B_785413,0.293,0.5077515456173801
OTU_B_30787,0.534,0.7193777180004484
OTU_B_87164,0.524,0.7168639328559048
OTU_B_27514,0.4,0.6026422866328428
OTU_B_241735,0.012,0.04724389603570491
OTU_B_27516,0.003,0.014229954135695081
OTU_B_27517,0.004,0.018332518337408316
OTU_B_91007,0.483,0.6858965909090908
OTU_B_91006,0.001,0.005457059679767104
OTU_B_27513,0.558,0.731096762919925
OTU_B_1279181,1.0,1.0
OTU_B_115252,0.387,0.5899915620393432
OTU_B_1105129,0.747,0.8986412097388793
OTU_B_218576,0.652,0.8193230820798593
OTU_B_243746,0.551,0.7260804920913885
OTU_B_143360,0.001,0.005457059679767104
OTU_B_725574,0.001,0.005457059679767104
OTU_B_129476,0.064,0.17396121080297264
OTU_B_144403,1.0,1.0
OTU_B_668673,0.098,0.2388247338912814
OTU_B_815084,0.351,0.5634033716885202
OTU_B_89186,0.383,0.5867567042958575
OTU_B_419171,0.284,0.5012787193973635
OTU_B_825826,0.089,0.22240359940009996
OTU_B_126193,0.01,0.040252315125486514
OTU_B_89182,0.038,0.12006911083017277
OTU_B_337542,1.0,1.0
OTU_B_762818,0.113,0.267447601010101
OTU_B_139849,0.278,0.49605997144217046
OTU_B_27633,0.167,0.3413756815703381
OTU_B_27632,0.025,0.08636258926514628
OTU_B_82047,0.003,0.014229954135695081
OTU_B_126616,0.032,0.10508529508376217
OTU_B_27636,0.335,0.5453386886669561
OTU_B_27639,1.0,1.0
OTU_B_27638,1.0,1.0
OTU_B_705429,0.001,0.005457059679767104
OTU_B_762814,0.059,0.16367847562667653
OTU_B_762817,0.001,0.005457059679767104
OTU_B_1502648,0.466,0.6720007693047408
OTU_B_1404575,0.001,0.005457059679767104
OTU_B_691200,0.137,0.3050184841511395
OTU_B_114590,0.17,0.3460458802769106
OTU_B_193119,0.001,0.005457059679767104
OTU_B_730892,0.034,0.11001488833746899
OTU_B_300146,0.376,0.5821584843322493
OTU_B_213637,0.06,0.1656864008838965
OTU_B_1007610,0.156,0.3270025160749231
OTU_B_762918,0.007,0.029632180663373326
OTU_B_464293,0.001,0.005457059679767104
OTU_B_29163,0.012,0.04724389603570491
OTU_B_29162,0.159,0.33081706555671175
OTU_B_457884,0.001,0.005457059679767104
OTU_B_29164,1.0,1.0
OTU_B_29169,0.266,0.48465293724561087
OTU_B_128097,0.145,0.31447248535685873
OTU_B_731198,0.095,0.23327656787293272
OTU_B_1279987,0.278,0.49605997144217046
OTU_B_1263943,0.024,0.08363053328685953
OTU_B_768403,0.544,0.7225707705934455
OTU_B_356627,0.711,0.8702380019588639
OTU_B_1369378,0.012,0.04724389603570491
OTU_B_136285,0.379,0.5840896151276913
OTU_B_1069028,0.647,0.8151232462404436
OTU_B_814047,0.59,0.7621362735808425
OTU_B_778254,0.358,0.5698511835261649
OTU_B_82073,0.001,0.005457059679767104
OTU_B_82070,0.084,0.21364721845318863
OTU_B_82071,0.447,0.6541314466943157
OTU_B_111692,0.001,0.005457059679767104
OTU_B_114598,1.0,1.0
OTU_B_82075,0.866,0.9983115655148556
OTU_B_737134,0.191,0.3800485636568699
OTU_B_82079,0.334,0.5440947259790343
OTU_B_173322,0.158,0.3294678439824793
OTU_B_457789,0.475,0.6790695457362124
OTU_B_123015,0.544,0.7225707705934455
OTU_B_733738,0.167,0.3413756815703381
OTU_B_119060,0.001,0.005457059679767104
OTU_B_105802,1.0,1.0
OTU_B_863834,0.014,0.05384560143626571
OTU_B_804520,0.032,0.10508529508376217
OTU_B_405943,0.001,0.005457059679767104
OTU_B_734101,0.048,0.14204400592007893
OTU_B_854834,0.351,0.5634033716885202
OTU_B_733735,0.408,0.6107679560768655
OTU_B_105805,0.503,0.7046887144992526
OTU_B_992877,0.029,0.0972786041829773
OTU_B_110610,1.0,1.0
OTU_B_228559,0.83,0.9647093473880017
OTU_B_533238,0.001,0.005457059679767104
OTU_B_1471665,0.001,0.005457059679767104
OTU_B_1456715,0.001,0.005457059679767104
OTU_B_103956,0.37,0.5782117548978741
OTU_B_103957,0.558,0.731096762919925
OTU_B_1571969,1.0,1.0
OTU_B_1911403,0.702,0.8630614470178315
OTU_B_239276,0.162,0.3345062994836489
OTU_B_117047,0.003,0.014229954135695081
OTU_B_1576534,0.274,0.49255622152960926
OTU_B_718645,0.067,0.18046376290974406
OTU_B_835578,0.67,0.8336295374403652
OTU_B_687240,0.192,0.3816332427596262
OTU_B_842097,0.022,0.07788290840415486
OTU_B_691211,0.069,0.1844756641112498
OTU_B_131105,0.997,1.0
OTU_B_144323,0.143,0.31207567488903437
OTU_B_532727,0.001,0.005457059679767104
OTU_B_784752,0.053,0.1517060507730483
OTU_B_193584,0.001,0.005457059679767104
OTU_B_141148,0.003,0.014229954135695081
OTU_B_1338005,0.271,0.48986451301832207
OTU_B_12606,0.054,0.15354266211604095
OTU_B_1055452,0.001,0.005457059679767104
OTU_B_801755,0.121,0.28173526900085394
OTU_B_154887,0.001,0.005457059679767104
OTU_B_777951,0.092,0.22783122780942944
OTU_B_653460,1.0,1.0
OTU_B_129223,0.017,0.0633686303753418
OTU_B_1306710,0.144,0.3133687418371789
OTU_B_732555,0.3,0.5116342545206415
OTU_B_628547,0.062,0.16975570567829104
OTU_B_354992,0.002,0.010009010512264308
OTU_B_767990,0.02,0.07201824948973466
OTU_B_1181136,0.359,0.5706857476016325
OTU_B_338297,0.055,0.15531117597213068
OTU_B_1359667,0.147,0.31645305770887167
OTU_B_65246,0.001,0.005457059679767104
OTU_B_784006,0.481,0.6840605054767889
OTU_B_65244,0.012,0.04724389603570491
OTU_B_65245,0.114,0.2693892215568862
OTU_B_127712,1.0,1.0
OTU_B_65243,0.003,0.014229954135695081
OTU_B_65240,0.436,0.6420440909314087
OTU_B_65241,0.732,0.8870361212121212
OTU_B_2184352,0.012,0.04724389603570491
OTU_B_1518334,0.001,0.005457059679767104
OTU_B_305550,0.003,0.014229954135695081
OTU_B_65249,0.01,0.040252315125486514
OTU_B_184523,0.435,0.6410751314431723
OTU_B_723520,0.168,0.3429990469707284
OTU_B_119477,0.39,0.5925471124620061
OTU_B_723524,0.241,0.45534030490109606
OTU_B_689385,0.286,0.502973613228568
OTU_B_141319,0.366,0.5759219307450157
OTU_B_356974,0.034,0.11001488833746899
OTU_B_373044,0.031,0.10254240652917172
OTU_B_726450,0.279,0.49675084594835267
OTU_B_790338,0.426,0.6311609939238254
OTU_B_172499,1.0,1.0
OTU_B_120599,0.309,0.5175366057966158
OTU_B_86976,0.947,1.0
OTU_B_86975,0.148,0.31753458759567926
OTU_B_86974,0.809,0.9449150245346211
OTU_B_438614,0.085,0.21542335643062363
OTU_B_154081,0.371,0.5787190929422167
OTU_B_738111,0.001,0.005457059679767104
OTU_B_991548,0.156,0.3270025160749231
OTU_B_763108,0.02,0.07201824948973466
OTU_B_766223,0.25,0.46696144983496296
OTU_B_788164,0.026,0.0890376798355789
OTU_B_1245090,0.002,0.010009010512264308
OTU_B_692499,0.001,0.005457059679767104
OTU_B_730912,0.143,0.31207567488903437
OTU_B_635217,0.129,0.29455409212028927
OTU_B_730911,0.689,0.851301310043668
OTU_B_391706,1.0,1.0
OTU_B_323445,0.01,0.040252315125486514
OTU_B_635212,0.001,0.005457059679767104
OTU_B_988747,0.333,0.5431737640724426
OTU_B_908040,0.108,0.2580779220779221
OTU_B_392705,0.939,1.0
OTU_B_1404381,0.37,0.5782117548978741
OTU_B_767575,0.138,0.3063579570688379
OTU_B_350633,0.004,0.018332518337408316
OTU_B_716759,1.0,1.0
OTU_B_808345,0.323,0.5308754932047347
OTU_B_116314,0.814,0.9497563898074304
OTU_B_776052,0.511,0.7111462113127001
OTU_B_178448,0.782,0.9218876616485201
OTU_B_765598,0.027,0.09183306872306644
OTU_B_51986,0.769,0.913058115597783
OTU_B_1251420,0.469,0.6740582710369944
OTU_B_618252,0.05,0.1458329281338131
OTU_B_2192613,1.0,1.0
OTU_B_1173691,0.01,0.040252315125486514
OTU_B_785780,0.207,0.4049800391389432
OTU_B_128483,0.385,0.5882881597717546
OTU_B_157100,0.114,0.2693892215568862
OTU_B_1074134,0.158,0.3294678439824793
OTU_B_169805,0.001,0.005457059679767104
OTU_B_997963,0.002,0.010009010512264308
OTU_B_1476467,0.209,0.4079614708753661
OTU_B_688245,0.001,0.005457059679767104
OTU_B_122621,0.047,0.14019134758826454
OTU_B_62523,0.001,0.005457059679767104
OTU_B_62520,0.184,0.36883625183798957
OTU_B_686377,0.089,0.22240359940009996
OTU_B_762517,0.155,0.32586289078928926
OTU_B_122995,1.0,1.0
OTU_B_62525,0.398,0.6006549589895839
OTU_B_122629,0.004,0.018332518337408316
OTU_B_122999,0.431,0.6366191578428958
OTU_B_62529,0.537,0.7198723461314979
OTU_B_309441,1.0,1.0
OTU_B_212737,0.203,0.3988454634785457
OTU_B_1059724,0.786,0.9251123145749942
OTU_B_124747,0.518,0.7148180730652434
OTU_B_691022,0.497,0.6989601425490012
OTU_B_842349,0.307,0.5162626296607794
OTU_B_1261805,0.025,0.08636258926514628
OTU_B_283966,0.001,0.005457059679767104
OTU_B_439875,0.287,0.5039639344262294
OTU_B_141197,0.061,0.16773741633813147
OTU_B_146335,0.364,0.5744928695469137
OTU_B_185927,0.001,0.005457059679767104
OTU_B_766485,0.265,0.4837713798770467
OTU_B_142867,0.161,0.33317546401711173
OTU_B_225123,0.049,0.14393809990205683
OTU_B_766481,0.023,0.0808409703504043
OTU_B_725037,0.042,0.12943526510480888
OTU_B_810933,0.294,0.5081046444623718
OTU_B_140956,0.636,0.805834649993663
OTU_B_128666,0.745,0.8969547589418329
OTU_B_152360,0.206,0.40352374110116906
OTU_B_1288176,0.007,0.029632180663373326
OTU_B_152813,0.047,0.14019134758826454
OTU_B_128660,0.003,0.014229954135695081
OTU_B_719693,0.001,0.005457059679767104
OTU_B_796345,0.022,0.07788290840415486
OTU_B_692278,1.0,1.0
OTU_B_884862,0.491,0.6932199783458081
OTU_B_62294,0.198,0.39117423094657794
OTU_B_122196,0.78,0.920687945216262
OTU_B_211963,0.001,0.005457059679767104
OTU_B_739994,0.033,0.10741654004775342
OTU_B_451316,0.571,0.7425500585353163
OTU_B_735185,0.192,0.3816332427596262
OTU_B_613453,0.508,0.7088789838552086
OTU_B_347900,0.253,0.47112728175835095
OTU_B_732730,1.0,1.0
OTU_B_131846,0.001,0.005457059679767104
OTU_B_1447209,0.001,0.005457059679767104
OTU_B_143814,0.662,0.826728181212525
OTU_B_44673,0.014,0.05384560143626571
OTU_B_44670,0.022,0.07788290840415486
OTU_B_44671,0.59,0.7621362735808425
OTU_B_44676,0.183,0.36717527428418517
OTU_B_44677,0.001,0.005457059679767104
OTU_B_44674,0.36,0.5714878526438364
OTU_B_597895,1.0,1.0
OTU_B_763210,0.003,0.014229954135695081
OTU_B_415209,1.0,1.0
OTU_B_763215,0.001,0.005457059679767104
OTU_B_783850,0.561,0.7338412421493371
OTU_B_763217,0.001,0.005457059679767104
OTU_B_54430,0.167,0.3413756815703381
OTU_B_54433,0.251,0.46839173718267796
OTU_B_265659,0.007,0.029632180663373326
OTU_B_54437,0.705,0.8654725553599933
OTU_B_54436,0.247,0.4633779946206293
OTU_B_54439,0.001,0.005457059679767104
OTU_B_54438,0.52,0.7155696260610233
OTU_B_1548667,0.556,0.7294323082979748
OTU_B_185161,0.076,0.19825971992693744
OTU_B_269170,0.497,0.6989601425490012
OTU_B_1647729,0.022,0.07788290840415486
OTU_B_59601,0.915,1.0
OTU_B_59603,0.197,0.3896092317837125
OTU_B_59602,0.853,0.9858642003853564
OTU_B_59605,0.009,0.03681505728314238
OTU_B_747186,0.042,0.12943526510480888
OTU_B_59609,0.199,0.39258093797276855
OTU_B_59608,0.13,0.2959587065431911
OTU_B_648033,0.001,0.005457059679767104
OTU_B_117134,0.001,0.005457059679767104
OTU_B_70819,0.088,0.22051098671568214
OTU_B_70818,0.207,0.4049800391389432
OTU_B_29316,0.001,0.005457059679767104
OTU_B_113785,0.001,0.005457059679767104
OTU_B_29310,0.007,0.029632180663373326
OTU_B_29311,1.0,1.0
OTU_B_29312,0.156,0.3270025160749231
OTU_B_1255911,0.092,0.22783122780942944
OTU_B_438172,0.001,0.005457059679767104
OTU_B_123575,0.284,0.5012787193973635
OTU_B_70815,0.662,0.826728181212525
OTU_B_29319,0.526,0.7171466496954269
OTU_B_167857,0.001,0.005457059679767104
OTU_B_113789,0.001,0.005457059679767104
OTU_B_107728,0.001,0.005457059679767104
OTU_B_710242,0.001,0.005457059679767104
OTU_B_114256,0.001,0.005457059679767104
OTU_B_121714,0.041,0.1272952380952381
OTU_B_743620,0.142,0.3112749598011986
OTU_B_762201,0.107,0.256137281506904
OTU_B_121719,0.001,0.005457059679767104
OTU_B_774972,0.924,1.0
OTU_B_107722,0.028,0.09450551429214495
OTU_B_731344,0.302,0.5126837606837606
OTU_B_1063432,0.045,0.13624470018170806
OTU_B_865648,0.001,0.005457059679767104
OTU_B_1856227,0.402,0.604562202276488
OTU_B_752238,1.0,1.0
OTU_B_54388,0.001,0.005457059679767104
OTU_B_54387,0.007,0.029632180663373326
OTU_B_54385,0.429,0.6342585034013606
OTU_B_54384,0.712,0.8710709361615337
OTU_B_1262579,1.0,1.0
OTU_B_30868,0.461,0.6676474962576658
OTU_B_30869,0.012,0.04724389603570491
OTU_B_1858106,0.001,0.005457059679767104
OTU_B_709063,0.531,0.7188657578766815
OTU_B_115039,0.519,0.7153751551082311
OTU_B_34363,1.0,1.0
OTU_B_34362,0.001,0.005457059679767104
OTU_B_30862,0.172,0.349192716442158
OTU_B_34360,1.0,1.0
OTU_B_34367,0.001,0.005457059679767104
OTU_B_34365,0.018,0.06631322933300578
OTU_B_34364,0.257,0.475740278977904
OTU_B_1430648,0.162,0.3345062994836489
OTU_B_123718,0.582,0.7535222965680983
OTU_B_159630,0.129,0.29455409212028927
OTU_B_133190,0.011,0.04377813163481953
OTU_B_177187,0.274,0.49255622152960926
OTU_B_368468,1.0,1.0
OTU_B_123716,0.557,0.730328932412346
OTU_B_760746,0.001,0.005457059679767104
OTU_B_187759,0.338,0.5488816936488169
OTU_B_125571,1.0,1.0
OTU_B_122105,0.001,0.005457059679767104
OTU_B_315666,0.454,0.6609887378640776
OTU_B_1475345,0.62,0.7916825613079018
OTU_B_338846,0.385,0.5882881597717546
OTU_B_720279,0.001,0.005457059679767104
OTU_B_84465,0.004,0.018332518337408316
OTU_B_769357,0.384,0.5875983673469388
OTU_B_84460,1.0,1.0
OTU_B_1101086,0.102,0.2463111111111111
OTU_B_142491,0.28,0.49723251820711706
OTU_B_165520,0.262,0.4808704485649593
OTU_B_142366,0.319,0.526667841021689
OTU_B_753204,0.079,0.20425586206896554
OTU_B_84468,0.014,0.05384560143626571
OTU_B_143369,0.143,0.31207567488903437
OTU_B_67821,0.312,0.519543834323469
OTU_B_67822,1.0,1.0
OTU_B_67823,0.001,0.005457059679767104
OTU_B_67826,1.0,1.0
OTU_B_67827,0.058,0.1614868176754549
OTU_B_67828,0.297,0.5096477857878476
OTU_B_67829,1.0,1.0
OTU_B_115250,0.005,0.022183431952662723
OTU_B_115254,0.039,0.12251890646276317
OTU_B_115255,0.199,0.39258093797276855
OTU_B_793271,0.537,0.7198723461314979
OTU_B_786631,0.001,0.005457059679767104
OTU_B_793274,1.0,1.0
OTU_B_1856967,0.001,0.005457059679767104
OTU_B_139391,0.042,0.12943526510480888
OTU_B_765869,0.001,0.005457059679767104
OTU_B_437884,0.027,0.09183306872306644
OTU_B_770676,0.505,0.7063358671827635
OTU_B_784850,0.054,0.15354266211604095
OTU_B_650708,0.445,0.652
OTU_B_1248911,0.608,0.7803130643159741
OTU_B_151043,0.017,0.0633686303753418
OTU_B_966549,1.0,1.0
OTU_B_112865,0.197,0.3896092317837125
OTU_B_76417,0.458,0.6650368433793271
OTU_B_76416,0.001,0.005457059679767104
OTU_B_76414,0.15,0.31997155049786624
OTU_B_76413,0.001,0.005457059679767104
OTU_B_76412,0.647,0.8151232462404436
OTU_B_76411,0.04,0.12500573095759093
OTU_B_76410,0.3,0.5116342545206415
OTU_B_690342,0.001,0.005457059679767104
OTU_B_640063,0.258,0.4767380937711786
OTU_B_735193,0.096,0.23511611954924058
OTU_B_1247796,0.004,0.018332518337408316
OTU_B_57006,0.001,0.005457059679767104
OTU_B_1064717,0.274,0.49255622152960926
OTU_B_777947,1.0,1.0
OTU_B_388929,0.097,0.23694608242384751
OTU_B_73645,0.428,0.6333420169725676
OTU_B_73644,0.1,0.242496765847348
OTU_B_73647,0.79,0.9282902366400252
OTU_B_1262911,0.654,0.8206329177474689
OTU_B_73641,0.008,0.03319535141117875
OTU_B_73640,1.0,1.0
OTU_B_73642,0.069,0.1844756641112498
OTU_B_395935,1.0,1.0
OTU_B_1471190,1.0,1.0
